artist,album,name,popularity,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
Micheal Jackson,Dangerous,In the Closet,57,0.0519,0.674,0.776,0.00000281,0.103,-6.823,0.0686,120.021,0.298
Micheal Jackson,Dangerous,Dangerous,57,0.97,0.186,0.249,0.000524,0.104,-13.364,0.0383,93.799,0.105
Anirudh Ravichander,Rockstar Anirudh Special,"Kannaana Kanne (From ""Naanum Rowdy Dhaan"")",56,0.123,0.721,0.507,0.00000505,0.0774,-9.716,0.0784,169.964,0.697
Yuvan Shankar Raja,The Greatest Of All Time Ost,Metro Madness,56,0.184,0.879,0.591,0.81,0.311,-15.927,0.186,123.985,0.514
Anirudh Ravichander,Love Hits of Anirudh Ravichander,"Oh Oh (From ""Thanga Magan"") - The First Love of Tamizh",56,0.261,0.165,0.21,0,0.168,-17.787,0.0455,164.81,0.27
Kendrick Lamar,To Pimp A Butterfly,For Sale? - Interlude,56,0.72,0.17,0.287,0.991,0.115,-19.944,0.0403,121.942,0.217
Micheal Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Stranger in Moscow,56,0.229,0.673,0.914,0.000478,0.186,-3.962,0.0496,97.021,0.183
Micheal Jackson,Bad (Remastered),Dirty Diana - 2012 Remaster,56,0.0461,0.743,0.706,0,0.204,-5.728,0.0535,77.989,0.514
Anirudh Ravichander,Jailer (Original Motion Picture Soundtrack),Jujubee,56,0.222,0.799,0.391,0.0000998,0.218,-9.724,0.0389,94.189,0.607
Alan Walker,Walkerworld,Heart over Mind,56,0.466,0.496,0.482,0.706,0.0813,-16.223,0.0334,140.035,0.452
Alan Walker,Different World,Different World (feat. CORSAK),56,0.00427,0.719,0.509,0.0000722,0.209,-12.032,0.058,160.099,0.904
Micheal Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Rock With You,56,0.0202,0.821,0.69,0.00425,0.199,-4.981,0.187,140.171,0.648
Micheal Jackson,Off the Wall,I Can't Help It,56,0.0144,0.627,0.923,0.891,0.281,-3.14,0.0708,95.039,0.888
Kendrick Lamar,Mr. Morale & The Big Steppers,Rich - Interlude,56,0.0297,0.651,0.703,0,0.0608,-8.958,0.0816,140.051,0.647
Vijay Antony,Sukran (Original Motion Picture Soundtrack),Sathikadi,56,0.0509,0.755,0.387,0.305,0.102,-12.57,0.106,139.99,0.103
Bruno Mars,An Evening With Silk Sonic,Put On A Smile,56,0.744,0.279,0.147,0.816,0.0835,-26.303,0.0411,86.125,0.0391
Micheal Jackson,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,Ghosts,55,0.00093,0.472,0.662,0.963,0.22,-9.749,0.0351,139.995,0.238
Marshmello,Joytime,Keep It Mello (feat. Omar LinX),55,0.218,0.552,0.442,0.805,0.116,-11.463,0.045,120.279,0.34
Micheal Jackson,Off the Wall,She's Out of My Life - Single Version,55,0.51,0.687,0.924,0.00000939,0.251,-6.552,0.128,88,0.359
Kendrick Lamar,untitled unmastered.,untitled 03 | 05.28.2013.,55,0.871,0.302,0.104,0.532,0.145,-16.14,0.0383,120.031,0.0871
Anirudh Ravichander,Leo (Original Motion Picture Soundtrack),Badass,55,0.813,0.506,0.549,0.0789,0.0912,-11.898,0.0366,83.975,0.533
Micheal Jackson,XSCAPE,Slave to the Rhythm,55,0.427,0.64,0.399,0.00241,0.381,-16.304,0.0392,87.972,0.579
Micheal Jackson,Bad 25th Anniversary,Leave Me Alone - 2012 Remaster,55,0.382,0.682,0.555,0.00251,0.204,-7.694,0.0294,124.953,0.534
Kendrick Lamar,Section.80,F*ck Your Ethnicity,55,0.0274,0.729,0.982,0.106,0.278,-3.028,0.0634,126.024,0.404
Marshmello,Joytime III,Rescue Me,55,0.958,0.254,0.16,0.893,0.0927,-17.694,0.0416,101.475,0.0845
Alan Walker,Different World,I Don't Wanna Go,54,0.623,0.146,0.461,0.00159,0.399,-10.964,0.0431,166.424,0.0755
Bruno Mars,Unorthodox Jukebox,Money Make Her Smile,54,0.0972,0.237,0.272,0.166,0.0975,-15.382,0.0391,73.179,0.276
Kendrick Lamar,Section.80,Ronald Reagan Era,54,0.0000351,0.482,0.616,0.00000482,0.548,-9.72,0.0501,92.071,0.207
Anirudh Ravichander,Jawan,Not Ramaiya Vastavaiya,54,0.91,0.159,0.322,0.901,0.0801,-18.524,0.0321,89.775,0.0646
Micheal Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",The Way You Make Me Feel,54,0.017,0.591,0.91,0.682,0.743,-4.375,0.0536,142.057,0.202
Bruno Mars,An Evening With Silk Sonic,Blast Off,54,0.026,0.717,0.932,0.000221,0.0696,-3.327,0.272,151.047,0.544
Anirudh Ravichander,Rockstar Anirudh Special,"Neeyum Naanum (From ""Naanum Rowdy Dhaan"")",54,0.856,0.306,0.372,0,0.114,-10.661,0.0414,172.173,0.259
Anirudh Ravichander,Jailer (Original Motion Picture Soundtrack),Kaavaalaa,54,0.11,0.752,0.489,0.00000357,0.202,-5.233,0.137,108.005,0.373
Sam C.S.,Vikram Vedha (Original Motion Picture Soundtrack),Yaanji,54,0.0146,0.616,0.464,0.888,0.0628,-15.941,0.0583,119.863,0.259
Alan Walker,Walkerverse Pt. I & II,The Drum,54,0.19,0.644,0.977,0,0.242,-5.018,0.289,149.966,0.214
Kendrick Lamar,untitled unmastered.,untitled 07 | 2014 - 2016,54,0.0158,0.676,0.824,0.727,0.0867,-3.939,0.0367,133.024,0.334
Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",The Art of Peer Pressure,54,0.645,0.805,0.548,0.00000322,0.144,-6.564,0.0266,101.878,0.65
Micheal Jackson,Invincible,Break of Dawn,54,0.306,0.773,0.247,0,0.24,-16.228,0.923,59.266,0.601
Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Real,53,0.602,0.644,0.916,0.698,0.144,-6.123,0.0271,101.037,0.938
Bruno Mars,Doo-Wops & Hooligans,Our First Time,53,0.352,0.736,0.896,0,0.241,-13.629,0.149,84.037,0.344
Micheal Jackson,Invincible,Unbreakable,53,0.678,0.779,0.515,0.00000902,0.236,-7.678,0.0272,101.915,0.538
Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",good kid,53,0.0338,0.779,0.909,0.0388,0.605,-4.558,0.0885,127.976,0.605
Yuvan Shankar Raja,Music Special,"Ale Ale (From ""Boys"")",53,0.22,0.506,0.575,0,0.205,-13.175,0.44,149.653,0.433
Bruno Mars,Doo-Wops & Hooligans,Somewhere in Brooklyn,53,0.887,0.495,0.281,0.906,0.0945,-13.516,0.0372,99.983,0.0544
Alan Walker,Walkerverse Pt. I & II,Shut Up,53,0.00438,0.628,0.919,0.00236,0.107,-8.591,0.0333,135.007,0.602
Alan Walker,World Of Walker,Paradise,53,0.00753,0.624,0.872,0,0.307,-5.193,0.0832,93.022,0.543
Micheal Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Come Together,53,0.0538,0.487,0.729,0.00000409,0.44,-6.815,0.271,91.066,0.217
Hip Hop Tamizha,Kaththi (Original Motion Picture Soundtrack),Kaththi Theme - Instrumental,53,0.324,0.645,0.779,0,0.65,-7.265,0.316,98.405,0.368
Sam C.S.,Vikram Vedha (Original Motion Picture Soundtrack),Karuppu Vellai,53,0.482,0.501,0.439,0.000117,0.087,-7.521,0.0313,138.377,0.145
Sam C.S.,Vikram Vedha (Original Motion Picture Soundtrack),Pogatha Yennavittu,53,0.39,0.898,0.702,0,0.224,-8.485,0.267,94.085,0.741
Anirudh Ravichander,Jailer (Original Motion Picture Soundtrack),Alappara Theme - Instrumental,52,0.289,0.753,0.574,0.00000159,0.201,-6.632,0.0649,149.872,0.677
A R Rahman,Maamannan (Original Motion Picture Soundtrack),Nenjame Nenjame,52,0.733,0.564,0.815,0.842,0.102,-6.668,0.063,86.013,0.445
Kendrick Lamar,Section.80,Keisha's Song (Her Pain) (feat. Ashtro Bot),52,0.53,0.221,0.448,0.682,0.21,-12.702,0.042,60.783,0.0367
Kendrick Lamar,Black Panther The Album Music From And Inspired By,I Am,52,0.924,0.531,0.596,0,0.73,-8.968,0.206,90.254,0.669
Vijay Antony,Kadhalil Vizhundhen,Thozhiya,52,0.00781,0.741,0.798,0,0.0232,-5.342,0.0718,104.953,0.939
Yuvan Shankar Raja,Masss (Original Motion Picture Soundtrack),Naan Aval Illai,52,0.247,0.964,0.786,0.0567,0.0444,-4.573,0.0338,123.824,0.97
Anirudh Ravichander,Jawan,Jawan Title Track,52,0.825,0.173,0.0497,0.782,0.112,-25.207,0.041,73.1,0.18
Marshmello,Joytime,Summer,52,0.969,0.165,0.293,0.552,0.312,-11.94,0.0445,135.439,0.0387
Bruno Mars,Doo-Wops & Hooligans,The Other Side (feat. CeeLo Green and B.o.B),52,0.467,0.479,0.491,0.000865,0.111,-9.944,0.0567,100.021,0.371
Kendrick Lamar,Overly Dedicated,Ignorance Is Bliss,52,0.646,0.516,0.682,0.00303,0.158,-8.712,0.0864,74.453,0.725
Kendrick Lamar,Overly Dedicated,She Needs Me (Remix),52,0.621,0.714,0.232,0.498,0.0822,-9.708,0.111,104.382,0.647
Bruno Mars,Doo-Wops & Hooligans,Talking to the Moon - Acoustic Piano,52,0.306,0.816,0.722,0.00000116,0.062,-8.447,0.29,80.039,0.892
Alan Walker,World Of Walker,Sorry,52,0.000473,0.631,0.738,0.00000542,0.182,-3.442,0.0278,117.011,0.365
Marshmello,Joytime II,Stars,52,0.0035,0.606,0.944,0.0000785,0.146,-3.216,0.237,76.018,0.254
Kendrick Lamar,Overly Dedicated,P&P 1.5,52,0.938,0.113,0.123,0.871,0.184,-19.702,0.0385,71.789,0.0374
Micheal Jackson,XSCAPE,Blue Gangsta,51,0.0726,0.846,0.948,0.236,0.0749,-4.284,0.0474,122.178,0.867
Micheal Jackson,Off the Wall,Get on the Floor,51,0.0803,0.343,0.816,0.647,0.361,-10.428,0.0617,122.67,0.921
Micheal Jackson,Forever Michael,One Day In Your Life,51,0.587,0.317,0.662,0.941,0.14,-13.348,0.0491,150.081,0.156
Yuvan Shankar Raja,Yuvans Yorker Hits,Arabu Naadu,51,0.017,0.543,0.808,0,0.0851,-8.773,0.0942,77.442,0.527
Micheal Jackson,Bad 25th Anniversary,Another Part of Me - 2012 Remaster,51,0.0593,0.865,0.221,0.705,0.16,-11.041,0.318,120.007,0.494
Vijay Antony,Ninaithale Inikkum (Original Motion Picture Soundtrack),Azhagaai Pookkuthey,51,0.0000677,0.777,0.575,0.78,0.131,-10.984,0.159,138.011,0.302
Hip Hop Tamizha,Natpe Thunai (Original Motion Picture Soundtrack),Morattu Single,51,0.135,0.844,0.879,0,0.0436,-7.878,0.244,101.035,0.669
Anirudh Ravichander,Vettaiyan (Original Motion Picture Soundtrack),Vettaiyan Theme,51,0.0495,0.776,0.867,0.00000792,0.197,-3.704,0.0479,138.827,0.918
Kendrick Lamar,Overly Dedicated,Opposites Attract (Tomorrow W/O Her),51,0.541,0.638,0.511,0.00478,0.26,-10.041,0.0289,93.108,0.68
Kendrick Lamar,Overly Dedicated,Barbed Wire,51,0.69,0.425,0.628,0.87,0.103,-15.933,0.0357,189.982,0.489
Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Sherane a.k.a Master Splinter’s Daughter,51,0.00713,0.553,0.852,0,0.463,-4.08,0.305,176.058,0.27
Alan Walker,Walkerverse Pt. I & II,Somebody Like U,51,0.0807,0.17,0.258,0.825,0.122,-19.25,0.0462,172.339,0.284
Kendrick Lamar,Section.80,Kush & Corinthians (feat. BJ The Chicago Kid),51,0.963,0.111,0.075,0.965,0.104,-20.569,0.0349,92.912,0.0356
Micheal Jackson,Bad 25th Anniversary,Speed Demon - 2012 Remaster,50,0.947,0.393,0.0927,0.921,0.0786,-17.152,0.0351,94.933,0.0957
A R Rahman,Pippa (Original Motion Picture Soundtrack),"Main Parwaana - From ""Pippa""",50,0.289,0.666,0.368,0,0.547,-16.571,0.933,147.064,0.504
Alan Walker,Walkerverse Pt. I & II,Ritual,50,0.183,0.433,0.416,0.932,0.11,-13.586,0.0571,84.687,0.0333
Micheal Jackson,Dangerous,Why You Wanna Trip on Me,50,0.244,0.835,0.867,0.00000645,0.676,-5.888,0.235,97.993,0.505
Micheal Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Bad,50,0.108,0.75,0.774,0,0.0411,-7.992,0.0709,129.975,0.664
Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Compton,50,0.081,0.726,0.805,0.00784,0.0318,-5.576,0.153,87.956,0.572
Micheal Jackson,Dangerous,Will You Be There,50,0.0514,0.678,0.65,0.0000193,0.206,-12.053,0.0447,90,0.318
Kendrick Lamar,Black Panther The Album Music From And Inspired By,Black Panther,50,0.00753,0.553,0.539,0.793,0.128,-14.622,0.362,185.747,0.517
Kendrick Lamar,Section.80,Tammy's Song (Her Evils),50,0.275,0.276,0.194,0.000063,0.143,-16.498,0.0384,74.198,0.333
Hip Hop Tamizha,Natpe Thunai (Original Motion Picture Soundtrack),Kerala Song,50,0.0318,0.771,0.687,0.000225,0.89,-9.814,0.0693,118.392,0.783
Kendrick Lamar,untitled unmastered.,untitled 01 | 08.19.2014.,50,0.00454,0.638,0.523,0,0.0842,-6.664,0.357,139.913,0.422
Kendrick Lamar,"good kid, m.A.A.d city","Bitch, Don’t Kill My Vibe - Remix",50,0.0958,0.765,0.737,0.0000503,0.0428,-5.675,0.0351,94.986,0.483
Micheal Jackson,Michael,Hollywood Tonight,50,0.815,0.0862,0.256,0.901,0.108,-18.582,0.0354,178.502,0.0763
Micheal Jackson,Invincible,Whatever Happens,49,0.944,0.152,0.178,0.852,0.0774,-21.924,0.034,105.033,0.0768
Kendrick Lamar,Section.80,No Make-Up (Her Vice) (feat. Colin Munroe),49,0.077,0.685,0.681,0,0.129,-7.176,0.481,82.982,0.614
Micheal Jackson,Got To Be There,Rockin' Robin,49,0.758,0.608,0.274,0.0000514,0.0669,-15.851,0.296,131.046,0.334
Anirudh Ravichander,Love Hits of Anirudh Ravichander,"Bae (From ""Don"")",49,0.000589,0.764,0.782,0,0.35,-6.975,0.0725,131,0.504
Anirudh Ravichander,"Anirudh Sings, Vol. 01","Don'u Don'u Don'u (From ""Maari"") - The Don's Romance",49,0.0796,0.715,0.576,0,0.217,-8.453,0.115,96.983,0.262
Micheal Jackson,XSCAPE,Loving You,49,0.98,0.683,0.329,0,0.335,-15.209,0.953,85.057,0.63
Sam C.S.,RDX,Neela Nilave,49,0.736,0.733,0.315,0.522,0.107,-17.375,0.0779,100.886,0.195
Micheal Jackson,Off the Wall,Girlfriend,49,0.0895,0.777,0.774,0.000401,0.0909,-3.079,0.0553,123.982,0.661
Kendrick Lamar,untitled unmastered.,untitled 04 | 08.14.2014.,49,0.0832,0.738,0.867,0.828,0.263,-3.033,0.127,147.016,0.443
Kendrick Lamar,Black Panther The Album Music From And Inspired By,Opps (with Yugen Blakrok),49,0.213,0.847,0.709,0.000252,0.0473,-11.343,0.0335,116.458,0.961
Kendrick Lamar,Black Panther The Album Music From And Inspired By,Bloody Waters (with Anderson .Paak & James Blake),49,0.00267,0.581,0.818,0.854,0.121,-7.822,0.134,172.581,0.074
Marshmello,Sugar Papi,Tempo,49,0.0149,0.741,0.63,0.91,0.0976,-8.012,0.289,100.017,0.477
Kendrick Lamar,Overly Dedicated,Growing Apart (To Get Closer),49,0.576,0.67,0.7,0.00000534,0.226,-7.893,0.196,69.986,0.648
Kendrick Lamar,Overly Dedicated,Alien Girl (Today W/ Her),49,0.696,0.557,0.247,0.732,0.149,-13.552,0.0322,119.801,0.178
Marshmello,Sugar Papi,Esta Vida,49,0.964,0.283,0.124,0.937,0.202,-20.929,0.0366,133.536,0.071
Micheal Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",2 Bad,48,0.082,0.619,0.84,0.275,0.28,-5.427,0.0515,105.987,0.0805
Marshmello,Sugar Papi,HARLEY QUINN,48,0.491,0.491,0.936,0.00000247,0.501,-5.328,0.292,79.981,0.543
Alan Walker,Walkerworld,Endless Summer,48,0.127,0.389,0.629,0.944,0.128,-10.449,0.0356,59.925,0.0985
A R Rahman,Ponniyin Selvan Part - 2 (Original Motion Picture Soundtrack),Veera Raja Veera,48,0.813,0.33,0.416,0.966,0.172,-4.889,0.0301,95.148,0.165
Anirudh Ravichander,Jawan,Faraatta,48,0.485,0.448,0.525,0.829,0.149,-12.078,0.0341,69.793,0.531
Anirudh Ravichander,Rockstar Anirudh Special,Varavaa Varavaa,48,0.207,0.788,0.824,0.297,0.124,-10.768,0.103,109.992,0.596
Micheal Jackson,Off the Wall,It's the Falling in Love,48,0.0629,0.313,0.736,0.381,0.31,-9.756,0.038,190.392,0
Anirudh Ravichander,"Anirudh Sings, Vol. 01","Chellamma (From ""Doctor"")",48,0.169,0.571,0.294,0.764,0.102,-18.413,0.039,119.956,0.147
Alan Walker,Walkerverse Pt. I & II,Lovesick,48,0.251,0.773,0.502,0.0000874,0.1,-6.874,0.0365,120.023,0.41
Kendrick Lamar,Black Panther The Album Music From And Inspired By,Seasons (with Sjava & Reason),48,0.019,0.6,0.889,0,0.126,-6.209,0.0449,105.004,0.371
Kendrick Lamar,Black Panther The Album Music From And Inspired By,Redemption (with Babes Wodumo),48,0.0151,0.586,0.698,0,0.443,-8.948,0.0943,133.954,0.098
Anirudh Ravichander,The Badass Themes,"Vikram (From ""Vikram"") - Title Track",48,0.00107,0.622,0.81,0.806,0.16,-4.355,0.0457,169.96,0.637
Kendrick Lamar,Section.80,Ab-Souls Outro (feat. Ab-Soul),47,0.579,0.177,0.279,0.806,0.0822,-13.164,0.0326,141.011,0.0592
Anirudh Ravichander,Jailer (Original Motion Picture Soundtrack),Jailer Theme - Instrumental,47,0.148,0.704,0.558,0,0.107,-7.273,0.0542,110.444,0.245
Vijay Antony,Lets Play Vijay Antony Hits,"Aathichoodi (From ""TNO7 AL 4777"")",47,0.0855,0.773,0.859,0.000187,0.914,-4.913,0.0747,118.459,0.813
Anirudh Ravichander,Vettaiyan (Original Motion Picture Soundtrack),Hands Up,47,0.0296,0.623,0.727,0.441,0.6,-6.381,0.0648,65.012,0.89
Hip Hop Tamizha,Natpe Thunai (Original Motion Picture Soundtrack),Pallikoodam - The Farewell Song,47,0.00225,0.55,0.714,0.963,0.0409,-12.829,0.0374,89.981,0.419
Kendrick Lamar,"good kid, m.A.A.d city (Deluxe)",Black Boy Fly - Bonus Track,47,0.892,0.522,0.354,0.0000044,0.0949,-9.454,0.0296,139.832,0.401
Anirudh Ravichander,The Badass Themes,"Ordinary Person (From ""Leo"")",47,0.456,0,0.538,0.973,0.0481,-10.024,0,0,0
Anirudh Ravichander,Jawan,Zinda Banda,47,0.455,0.536,0.318,0.713,0.0902,-16.781,0.0732,174.166,0.188
Kendrick Lamar,Overly Dedicated,Average Joe,47,0.464,0.749,0.546,0.00191,0.126,-7.217,0.103,105.232,0.454
Anirudh Ravichander,Love Hits of Anirudh Ravichander,"Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")",47,0.0578,0.7,0.867,0.000193,0.091,-3.304,0.0426,140.043,0.545
Kendrick Lamar,Section.80,Chapter Ten,47,0.617,0.762,0.371,0.0019,0.395,-15.61,0.312,170.078,0.874
Hip Hop Tamizha,Mega Power Star,Panchadaara,47,0.00443,0.806,0.358,0.00162,0.412,-8.769,0.117,102.011,0.188
Hip Hop Tamizha,Kaththi (Original Motion Picture Soundtrack),Bad Eyes Villain Theme - Instrumental,47,0.627,0.36,0.502,0,0.266,-8.412,0.0352,95.615,0.264
Micheal Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Tabloid Junkie,47,0.477,0.689,0.938,0.000723,0.362,-6.32,0.221,84.008,0.614
Yuvan Shankar Raja,The Greatest Of All Time Ost,Whistle Podu Theatrical,47,0.793,0.299,0.0979,0.0973,0.124,-20.736,0.0405,77.266,0.0379
Alan Walker,Different World,Lonely (feat. ISÁK & Omar Noir),47,0.613,0.763,0.493,0.0175,0.119,-8.676,0.0336,127.917,0.965
Alan Walker,Walkerverse Pt. I & II,Blue,47,0.625,0.321,0.348,0,0.0835,-9.638,0.0594,178.175,0.386
Micheal Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",This Time Around,47,0.07,0.553,0.444,0.00301,0.0762,-7.667,0.123,127.414,0.344
Alan Walker,Walkerworld,Yesterday,47,0.604,0.588,0.479,0.0000072,0.527,-7.039,0.281,150.414,0.434
Yuvan Shankar Raja,Yuvans Yorker Hits,Thaaliyae Thevaiyillai,46,0.00128,0.463,0.805,0.931,0.318,-10.372,0.0277,149.994,0.612
Anirudh Ravichander,Leo (Original Motion Picture Soundtrack),Bloody Sweet,46,0.994,0.188,0.0341,0.962,0.115,-26.527,0.0357,81.017,0.0602
A R Rahman,Ponniyin Selvan Part - 2 (Original Motion Picture Soundtrack),Chinnanjiru Nilave,46,0.0019,0.796,0.824,0.0758,0.045,-9.25,0.044,114.013,0.83
Anirudh Ravichander,Jailer (Original Motion Picture Soundtrack),Jailer Drill Theme - Instrumental,46,0.00069,0.641,0.782,0.652,0.0767,-6.228,0.0456,93.006,0.376
Micheal Jackson,Off the Wall,Burn This Disco Out,46,0.401,0.867,0.64,0.0000262,0.0827,-5.589,0.0669,132.071,0.72
Yuvan Shankar Raja,The Greatest Of All Time Ost,Goat Of Chepauk,46,0.729,0.221,0.203,0.0208,0.125,-16.441,0.0424,73.381,0.241
Yuvan Shankar Raja,The Greatest Of All Time Ost,Mission Gandhi,46,0.152,0.706,0.775,0.000034,0.416,-6.819,0.335,127.929,0.848
Alan Walker,Walkerverse Pt. I & II,Hello World,46,0.137,0.746,0.798,0,0.139,-8.382,0.349,109.968,0.553
Hip Hop Tamizha,Kaththi (Original Motion Picture Soundtrack),Nee Yaaro,46,0.654,0.352,0.425,0.514,0.408,-17.511,0.0786,104.007,0.172
Anirudh Ravichander,Vettaiyan (Original Motion Picture Soundtrack),Battery Theme,46,0.288,0.744,0.831,0.00000449,0.193,-3.583,0.138,97.094,0.855
Marshmello,Joytime III,Proud,46,0.371,0.677,0.741,0.00000237,0.103,-2.829,0.0743,97.011,0.565
Hip Hop Tamizha,Kaththi (Original Motion Picture Soundtrack),Paalam,46,0.455,0.472,0.56,0.00000263,0.0921,-9.117,0.0276,175.959,0.734
Yuvan Shankar Raja,Masss (Original Motion Picture Soundtrack),Piravi,46,0.0479,0.528,0.808,0.205,0.106,-6.732,0.0354,127.989,0.102
Yuvan Shankar Raja,Music Special,"Aarariraro(From ""Raam"")",46,0.886,0.408,0.0323,0.00592,0.0866,-10.967,0.0451,79.902,0
Micheal Jackson,Invincible,Speechless,46,0.15,0.785,0.657,0.000261,0.203,-5.405,0.0423,96.001,0.921
Alan Walker,World Of Walker,Fake A Smile,46,0.00462,0.787,0.889,0.423,0.0665,-3.786,0.0397,114.091,0.394
Alan Walker,World Of Walker,Heading Home,46,0.93,0.316,0.477,0.000193,0.289,-6.485,0.0325,112.828,0.299
Alan Walker,Different World,Do It All for You,46,0.294,0.637,0.821,0.683,0.109,-5.731,0.0983,97.008,0.506
Alan Walker,Different World,Intro,46,0.367,0.643,0.763,0,0.043,-6.771,0.586,107.049,0.88
Alan Walker,Walkerverse Pt. I & II,Catch Me If You Can,46,0.303,0.556,0.215,0.163,0.108,-14.532,0.0317,94.91,0.0686
Kendrick Lamar,Overly Dedicated,Cut You Off (To Grow Closer),46,0.00804,0.774,0.875,0.0326,0.137,-4.241,0.104,95.02,0.776
Alan Walker,Walkerworld,Spectre 2.0,46,0.718,0.336,0.233,0.88,0.106,-17.822,0.0394,109.89,0.0316
Yuvan Shankar Raja,Yuvans Yorker Hits,Karuppaana Kaiyale,45,0.319,0.755,0.872,0.0000579,0.0624,-6.203,0.0776,126.035,0.634
Anirudh Ravichander,Jawan,Aararaari Raaro,45,0.022,0.697,0.834,0.000625,0.0783,-3.709,0.0409,139.99,0.524
Anirudh Ravichander,Jailer (Original Motion Picture Soundtrack),Muthuvel Pandian Theme - Instrumental,45,0.392,0.607,0.928,0.956,0.0673,-7.792,0.0529,123.307,0.652
Vijay Antony,Ninaithale Inikkum (Original Motion Picture Soundtrack),Sexy Lady,45,0.496,0.746,0.725,0.00000722,0.0801,-6.385,0.0462,119.896,0.511
Micheal Jackson,Bad 25th Anniversary,Streetwalker,45,0.303,0.764,0.398,0.00145,0.0986,-11.501,0.0457,135,0.507
Kendrick Lamar,Overly Dedicated,Michael Jordan,45,0.123,0.478,0.633,0,0.41,-6.19,0.0345,89.909,0.287
Micheal Jackson,Bad 25th Anniversary,Just Good Friends - 2012 Remaster,45,0.00773,0.61,0.393,0.81,0.342,-15.451,0.146,179.964,0.752
Micheal Jackson,Dangerous,She Drives Me Wild,45,0.00574,0.411,0.731,0.233,0.351,-9.94,0.0416,116.771,0.574
Kendrick Lamar,Overly Dedicated,H.O.C,45,0.176,0.327,0.63,0.872,0.55,-9.156,0.0679,79.893,0.358
Hip Hop Tamizha,Mega Power Star,Gulabi Kallu Rendu Mullu,45,0.0925,0.666,0.54,0.968,0.096,-9.221,0.0283,127.989,0.336
Micheal Jackson,XSCAPE,Love Never Felt So Good (Original Version),45,0.85,0.541,0.126,0.884,0.105,-26.766,0.0404,95.08,0.0352
Hip Hop Tamizha,A1 Express (Original Motion Picture Soundtrack),Single Kingulam,45,0.291,0.763,0.999,0.000235,0.29,-1.65,0.247,135.407,0.113
Micheal Jackson,XSCAPE,Xscape,45,0.634,0.684,0.928,0,0.0652,-3.785,0.0917,90.002,0.708
Alan Walker,World Of Walker,Time - Alan Walker Remix,45,0.945,0.268,0.104,0.993,0.0769,-16.566,0.05,170.183,0.114
Alan Walker,Walkerworld,Welcome to Walkerworld,45,0.00651,0.558,0.919,0.789,0.196,-1.948,0.0426,150.049,0.839
Anirudh Ravichander,Leo (Original Motion Picture Soundtrack),Anbenum,45,0.15,0.632,0.629,0.00398,0.114,-7.392,0.0354,87.998,0.457
Kendrick Lamar,Overly Dedicated,R.O.T.C (Interlude),44,0.984,0.652,0.311,0.00000105,0.223,-16.512,0.926,81.673,0.568
Anirudh Ravichander,"Anirudh Sings, Vol. 01","Private Party (From ""Don"")",44,0.39,0.448,0.59,0.0000184,0.118,-8.011,0.158,69.744,0.481
Micheal Jackson,BLOOD ON THE DANCE FLOOR/ HIStory In The Mix,Morphine,44,0.0496,0.659,0.417,0.824,0.248,-10.608,0.0384,109.939,0.185
Micheal Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",Smile,44,0.894,0.52,0.44,0.905,0.117,-16.452,0.0512,120.005,0.292
Micheal Jackson,Dangerous,Can't Let Her Get Away,44,0.732,0.567,0.463,0,0.709,-11.669,0.504,126.982,0.324
Micheal Jackson,Invincible,Heartbreaker,44,0.102,0.763,0.564,0,0.0415,-7.63,0.0293,110.906,0.525
Micheal Jackson,Invincible,2000 Watts,44,0.13,0.296,0.612,0.905,0.856,-11.472,0.0619,79.924,0.417
Alan Walker,Walkerworld,Darkride,44,0.0576,0.789,0.912,0.933,0.316,-7.318,0.0779,127.993,0.443
Micheal Jackson,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",I Just Can't Stop Loving You,44,0.815,0.0862,0.256,0.901,0.108,-18.582,0.0354,178.502,0.0763
Sam C.S.,Kaithi (Original Background Score),Night Is Dark,44,0.371,0.307,0.143,0.355,0.117,-19.097,0.045,78.016,0.0387
